0|iata_code|1|name_eng|2|country_eng
AUT|AUT|Atauro|Atauro|Indonesia|Indonesia
AUU|AUU|Aurukun Mission|Aurukun Mission|Australia|Australia
AUV|AUV|Aumo|Aumo|Papua New Guinea|Papua New Guinea
AUW|AUW|Municipal|Municipal|United States|United States
AUX|AUX|Araguaina|Araguaina|Brazil|Brazil
AUY|AUY|Aneityum|Aneityum|Vanuatu|Vanuatu
AUZ|AUZ|Municipal Airport|Municipal Airport|United States|United States
AVA|AVA|An Shun/Huang Guo Shu|An Shun/Huang Guo Shu|China|China
AVB|AVB|Aviano|Aviano|Italy|Italy
AVF|AVF|Avoriaz|Avoriaz|France|France
AVG|AVG|Auvergne|Auvergne|Australia|Australia
AVI|AVI|Maximo Gomez|Maximo Gomez|Cuba|Cuba
AVK|AVK|Arvaikheer|Arvaikheer|Mongolia|Mongolia
AVL|AVL|Asheville Regional Airport|Asheville Regional Airport|United States|United States
AVN|AVN|Avignon-Caum|Avignon-Caum|France|France
AVO|AVO|Municipal|Municipal|United States|United States
AVP|AVP|Wilkes-Barre/Scranton International Airport|Wilkes-Barre/Scranton International Airport|United States|United States
AVU|AVU|Avu Avu|Avu Avu|Solomon Islands|Solomon Islands
AVV|AVV|Avalon|Avalon|Australia|Australia
AVW|AVW|Avra Valley|Avra Valley|United States|United States
AVX|AVX|Avalon Bay|Avalon Bay|United States|United States
AWA|AWA|Awassa|Awassa|Ethiopia|Ethiopia
AWB|AWB|Awaba|Awaba|Papua New Guinea|Papua New Guinea
AWD|AWD|Aniwa|Aniwa|Vanuatu|Vanuatu
AWE|AWE|Alowe|Alowe|Gabon|Gabon
AWH|AWH|Awareh|Awareh|Ethiopia|Ethiopia
AWK|AWK|Wake Island|Wake Island|US Minor Outlying Islands|US Minor Outlying Islands
AWM|AWM|Municipal|Municipal|United States|United States
AWN|AWN|Alton Downs|Alton Downs|Australia|Australia
AWP|AWP|Austral Downs|Austral Downs|Australia|Australia
AWR|AWR|Awar|Awar|Papua New Guinea|Papua New Guinea
AWZ|AWZ|Ahwaz|Ahwaz|Iran|Iran
AXA|AXA|Wallblake|Wallblake|Anguilla|Anguilla
AXB|AXB|Alexandria Bay|Alexandria Bay|United States|United States
AXC|AXC|Aramac|Aramac|Australia|Australia
AXD|AXD|Dimokritos|Dimokritos|Greece|Greece
AXE|AXE|Xanxere|Xanxere|Brazil|Brazil
AXG|AXG|Algona|Algona|United States|United States
AXK|AXK|Ataq|Ataq|Yemen|Yemen
AXL|AXL|Alexandria|Alexandria|Australia|Australia
AXM|AXM|El Eden|El Eden|Colombia|Colombia
AXN|AXN|Alexandria|Alexandria|United States|United States
AXP|AXP|Springpoint Arpt|Springpoint Arpt|Turks and Caicos Islands|Turks and Caicos Islands
AXR|AXR|Arutua|Arutua|French Polynesia|French Polynesia
AXS|AXS|Municipal|Municipal|United States|United States
AXT|AXT|Akita|Akita|Japan|Japan
AXU|AXU|Axum|Axum|Ethiopia|Ethiopia
AXV|AXV|Neil Armstrong|Neil Armstrong|United States|United States
AXX|AXX|Angel Fire|Angel Fire|United States|United States
AYA|AYA|Ayapel|Ayapel|Colombia|Colombia
AYC|AYC|Ayacucho|Ayacucho|Peru|Peru
AYD|AYD|Alroy Downs|Alroy Downs|Australia|Australia
AYE|AYE|AAF Heliport|AAF Heliport|Haiti|Haiti
AYG|AYG|Yaguara|Yaguara|Colombia|Colombia
AYH|AYH|RAF Station|RAF Station|United Kingdom|United Kingdom
AYI|AYI|Yari|Yari|Colombia|Colombia
AYK|AYK|Arkalyk|Arkalyk|Kazakhstan|Kazakhstan
AYL|AYL|Anthony Lagoon|Anthony Lagoon|Australia|Australia
AYN|AYN|Anyang|Anyang|China|China
AYO|AYO|Ayolas|Ayolas|Uganda|Uganda
AYP|AYP|Yanamilla|Yanamilla|Peru|Peru
AYQ|AYQ|Connellan|Connellan|Australia|Australia
AYR|AYR|Ayr|Ayr|Australia|Australia
AYS|AYS|Ware County|Ware County|United States|United States
AYT|AYT|Antalya|Antalya|Turkey|Turkey
AYU|AYU|Aiyura|Aiyura|Papua New Guinea|Papua New Guinea
AYW|AYW|Ayawasi|Ayawasi|Indonesia|Indonesia
AYZ|AYZ|Zahns|Zahns|United States|United States
AZB|AZB|Amazon Bay|Amazon Bay|Papua New Guinea|Papua New Guinea
AZD|AZD|Yazd|Yazd|Iran|Iran
AZG|AZG|Apatzingan|Apatzingan|Mexico|Mexico
AZI|AZI|Bateen|Bateen|United Arab Emirates|United Arab Emirates
AZN|AZN|Andizhan|Andizhan|Uzbekistan|Uzbekistan
AZO|AZO|Kalamazoo/Battle Creek Intl|Kalamazoo/Battle Creek Intl|United States|United States
AZP|AZP|Atizapan|Atizapan|Mexico|Mexico
AZR|AZR|Adrar|Adrar|Algeria|Algeria
AZT|AZT|Zapatoca|Zapatoca|Colombia|Colombia
AZZ|AZZ|Ambriz|Ambriz|Angola|Angola
BAA|BAA|Bialla|Bialla|Papua New Guinea|Papua New Guinea
BAB|BAB|Beale AFB|Beale AFB|United States|United States
BAC|BAC|Barranca De Upia|Barranca De Upia|Colombia|Colombia
BAD|BAD|Barksdale AFB|Barksdale AFB|United States|United States
BAE|BAE|Barcelonnette|Barcelonnette|France|France
BAF|BAF|Barnes|Barnes|United States|United States
BAG|BAG|Loakan|Loakan|Philippines|Philippines
BAH|BAH|Bahrain International|Bahrain International|Bahrain|Bahrain
BAI|BAI|Buenos Aires|Buenos Aires|Costa Rica|Costa Rica
BAJ|BAJ|Bali|Bali|Papua New Guinea|Papua New Guinea
BAL|BAL|Batman|Batman|Turkey|Turkey
BAM|BAM|Lander County|Lander County|United States|United States
BAN|BAN|Basongo|Basongo|Democratic Republic Of Congo|Democratic Republic Of Congo
BAO|BAO|Udorn|Udorn|Thailand|Thailand
BAP|BAP|Baibara|Baibara|Papua New Guinea|Papua New Guinea
BAQ|BAQ|E Cortissoz|E Cortissoz|Colombia|Colombia
BAR|BAR|Baker Aaf|Baker Aaf|United States|United States
BAS|BAS|Balalae|Balalae|Solomon Islands|Solomon Islands
BAT|BAT|Airport Chafei Amsei|Airport Chafei Amsei|Brazil|Brazil
BAU|BAU|Bauru|Bauru|Brazil|Brazil
BAV|BAV|Baotou|Baotou|China|China
BAW|BAW|Biawonque|Biawonque|Gabon|Gabon
BAX|BAX|Barnaul|Barnaul|Russian Federation|Russian Federation
BAY|BAY|Baia Mare|Baia Mare|Romania|Romania
BAZ|BAZ|Barbelos|Barbelos|Brazil|Brazil
BBA|BBA|Teniente Vidal|Teniente Vidal|Chile|Chile
BBB|BBB|Municipal|Municipal|United States|United States
BBC|BBC|Bay City|Bay City|United States|United States
BBD|BBD|Curtis Field|Curtis Field|United States|United States
BBE|BBE|Big Bell|Big Bell|Australia|Australia
BBF|BBF|Burlington|Burlington|United States|United States
BBG|BBG|Butaritari|Butaritari|Kiribati|Kiribati
BBH|BBH|Barth|Barth|Germany|Germany
BBI|BBI|Bhubaneswar|Bhubaneswar|India|India
BBJ|BBJ|Bitburg Air Base|Bitburg Air Base|Germany|Germany
BBK|BBK|Kasane|Kasane|Botswana|Botswana
BBL|BBL|Babolsar|Babolsar|Iran|Iran
BBM|BBM|Battambang|Battambang|Cambodia|Cambodia
BBN|BBN|Bario|Bario|Malaysia|Malaysia
BBO|BBO|Berbera|Berbera|Ethiopia|Ethiopia
BBP|BBP|Bembridge|Bembridge|United Kingdom|United Kingdom
BBQ|BBQ|Barbuda|Barbuda|Antigua And Barbuda|Antigua And Barbuda
BBR|BBR|Baillif|Baillif|Guadeloupe|Guadeloupe
BBS|BBS|Blackbushe|Blackbushe|United Kingdom|United Kingdom
BBT|BBT|Berberati|Berberati|Central African Republic|Central African Republic
BBU|BBU|Baneasa|Baneasa|Romania|Romania
BBV|BBV|Hkg|Hkg|Cote D&#039;Ivoire|Cote D&#039;Ivoire
BBW|BBW|Broken Bow|Broken Bow|United States|United States
BBX|BBX|Wings Field|Wings Field|United States|United States
BBY|BBY|Bambari|Bambari|Central African Republic|Central African Republic
BBZ|BBZ|Zambezi|Zambezi|Zambia|Zambia
BCA|BCA|Baracoa|Baracoa|Cuba|Cuba
BCB|BCB|Virginia Tech|Virginia Tech|United States|United States
BCC|BCC|Bear Creek|Bear Creek|United States|United States
BCD|BCD|Bacolod|Bacolod|Philippines|Philippines
BCE|BCE|Bryce|Bryce|United States|United States
BCF|BCF|Bouca|Bouca|Central African Republic|Central African Republic
BCG|BCG|Bemichi|Bemichi|Guyana|Guyana
BCH|BCH|Cakung International|Cakung International|East Timor-Indonesia|East Timor-Indonesia
BCI|BCI|Barcaldine|Barcaldine|Australia|Australia
BCJ|BCJ|Baca Grande|Baca Grande|United States|United States
BCK|BCK|Bolwarra|Bolwarra|Australia|Australia
BCL|BCL|Barra Colorado|Barra Colorado|Costa Rica|Costa Rica
BCM|BCM|Bacau|Bacau|Romania|Romania
BCN|BCN|El Prat De Llobregat|El Prat De Llobregat|Spain|Spain
BCO|BCO|Jinka|Jinka|Ethiopia|Ethiopia
BCP|BCP|Bambu|Bambu|Ethiopia|Ethiopia
BCQ|BCQ|Brack|Brack|Namibia|Namibia
BCR|BCR|Boca Do Acre|Boca Do Acre|Brazil|Brazil
BCS|BCS|Southern Seaplane|Southern Seaplane|United States|United States
BCT|BCT|Public|Public|United States|United States
BCU|BCU|Bauchi|Bauchi|Nigeria|Nigeria
BCV|BCV|Belmopan|Belmopan|Belize|Belize
BCW|BCW|Benguera Island|Benguera Island|Mozambique|Mozambique
BCX|BCX|Beloreck|Beloreck|Russian Federation|Russian Federation
BCY|BCY|Bulchi|Bulchi|Ethiopia|Ethiopia
BCZ|BCZ|Bickerton Island|Bickerton Island|Australia|Australia
BDA|BDA|Kindley Field|Kindley Field|Bermuda|Bermuda
BDB|BDB|Bundaberg|Bundaberg|Australia|Australia
BDC|BDC|Barra Do Corda|Barra Do Corda|Brazil|Brazil
BDD|BDD|Badu Island|Badu Island|Australia|Australia
BDE|BDE|Baudette|Baudette|United States|United States
BDF|BDF|Rinkenberger|Rinkenberger|United States|United States
BDG|BDG|Blanding|Blanding|United States|United States
BDH|BDH|Bandar Lengeh|Bandar Lengeh|Iran|Iran
BDI|BDI|Bird Island|Bird Island|Seychelles|Seychelles
BDJ|BDJ|Sjamsudin Noor|Sjamsudin Noor|Indonesia|Indonesia
BDK|BDK|Bondoukou|Bondoukou|Cote D&#039;Ivoire|Cote D&#039;Ivoire
BDL|BDL|Bradley International|Bradley International|United States|United States
BDM|BDM|Bandirma|Bandirma|Turkey|Turkey
BDN|BDN|Talhar|Talhar|Pakistan|Pakistan
BDO|BDO|Husein Sastranegara|Husein Sastranegara|Indonesia|Indonesia
BDP|BDP|Bhadrapur|Bhadrapur|Nepal|Nepal
BDQ|BDQ|Vadodara|Vadodara|India|India
BDR|BDR|Igor I. Sikorsky Mem.|Igor I. Sikorsky Mem.|United States|United States
BDS|BDS|Papola Casale|Papola Casale|Italy|Italy
BDT|BDT|Kisangani|Kisangani|Democratic Republic Of Congo|Democratic Republic Of Congo
BDU|BDU|Bardufoss|Bardufoss|Norway|Norway
BDV|BDV|Moba|Moba|Democratic Republic Of Congo|Democratic Republic Of Congo
BDW|BDW|Bedford Downs|Bedford Downs|Australia|Australia
BDX|BDX|Broadus|Broadus|United States|United States
BDY|BDY|State|State|United States|United States
BDZ|BDZ|Baindoung|Baindoung|Papua New Guinea|Papua New Guinea
BEA|BEA|Bereina|Bereina|Papua New Guinea|Papua New Guinea
BEB|BEB|Benbecula|Benbecula|United Kingdom|United Kingdom
BEC|BEC|Beech|Beech|United States|United States
BED|BED|Hanscom Field|Hanscom Field|United States|United States
BEE|BEE|Beagle Bay|Beagle Bay|Australia|Australia
BEF|BEF|Bluefields|Bluefields|Nicaragua|Nicaragua
BEG|BEG|Nikola Tesla|Nikola Tesla|Serbia|Serbia
BEH|BEH|Ross Field|Ross Field|United States|United States
BEI|BEI|Beica|Beica|Ethiopia|Ethiopia
BEJ|BEJ|Kalimaru|Kalimaru|Indonesia|Indonesia
BEK|BEK|Bareli|Bareli|India|India
BEL|BEL|Val De Cans|Val De Cans|Brazil|Brazil
BEM|BEM|Bossembele|Bossembele|Central African Republic|Central African Republic
BEN|BEN|Benina Intl|Benina Intl|Libya|Libya
BEO|BEO|Belmont|Belmont|Australia|Australia
BEP|BEP|Bellary|Bellary|India|India
BEQ|BEQ|Honington|Honington|United Kingdom|United Kingdom
BER|BER|Berlin Metropolitan Area|Berlin Metropolitan Area|Germany|Germany
BES|BES|Guipavas|Guipavas|France|France
BET|BET|Bethel Airport|Bethel Airport|United States|United States
BEU|BEU|Bedourie|Bedourie|Australia|Australia
BEV|BEV|Beer Sheba|Beer Sheba|Israel|Israel
BEW|BEW|Beira|Beira|Mozambique|Mozambique
BEX|BEX|RAF Station|RAF Station|United Kingdom|United Kingdom
BEY|BEY|Rafic Hariri International Airport|Rafic Hariri International Airport|Lebanon|Lebanon
BEZ|BEZ|Beru|Beru|Kiribati|Kiribati
BFA|BFA|Bahia Negra|Bahia Negra|Paraguay|Paraguay
BFB|BFB|Blue Fox Bay|Blue Fox Bay|United States|United States
BFC|BFC|Bloomfield|Bloomfield|Australia|Australia
BFD|BFD|Bradford|Bradford|United States|United States
BFE|BFE|Bielefeld|Bielefeld|Germany|Germany
BFF|BFF|Scotts Bluff County|Scotts Bluff County|United States|United States
BFG|BFG|Bullfrog Basin|Bullfrog Basin|United States|United States
BFH|BFH|Bacacheri|Bacacheri|Brazil|Brazil
BFI|BFI|Boeing Field/King County International Airport|Boeing Field/King County International Airport|United States|United States
BFJ|BFJ|Ba|Ba|Fiji|Fiji
BFK|BFK|Buffalo Municipal Airport|Buffalo Municipal Airport|United States|United States
BFL|BFL|Meadows Field|Meadows Field|United States|United States
BFM|BFM|Mob Aerospace|Mob Aerospace|United States|United States
BFO|BFO|Buffalo Range|Buffalo Range|Zimbabwe|Zimbabwe
BFP|BFP|Beaver Falls|Beaver Falls|United States|United States
BFQ|BFQ|Bahia Pinas|Bahia Pinas|Panama|Panama
BFR|BFR|Virgil I Grissom Muni|Virgil I Grissom Muni|United States|United States
BFS|BFS|Aldergrove International Airport|Aldergrove International Airport|United Kingdom|United Kingdom
BFT|BFT|County|County|United States|United States
BFU|BFU|Bengbu|Bengbu|China|China
BFV|BFV|Buri Ram|Buri Ram|Thailand|Thailand
BFW|BFW|Sidi Belabbes|Sidi Belabbes|Algeria|Algeria
BFX|BFX|Bafoussam|Bafoussam|Cameroon|Cameroon
BGA|BGA|Palo Negro|Palo Negro|Colombia|Colombia
BGB|BGB|Booue|Booue|Gabon|Gabon
BGC|BGC|Braganca|Braganca|Portugal|Portugal
BGD|BGD|Borger|Borger|United States|United States
BGE|BGE|Decatur County|Decatur County|United States|United States
BGF|BGF|Bangui|Bangui|Central African Republic|Central African Republic
BGG|BGG|Bongouanou|Bongouanou|Cote D&#039;Ivoire|Cote D&#039;Ivoire
BGH|BGH|Abbaye|Abbaye|Mauritania|Mauritania
BGI|BGI|Grantley Adams International|Grantley Adams International|Barbados|Barbados
BGJ|BGJ|Borgarfjordur Eystri|Borgarfjordur Eystri|Iceland|Iceland
BGK|BGK|Big Creek|Big Creek|Belize|Belize
BGL|BGL|Baglung|Baglung|Nepal|Nepal
BGM|BGM|Greater Binghamton|Greater Binghamton|United States|United States
BGN|BGN|R.A.F.|R.A.F.|Germany|Germany
BGO|BGO|Bergen Airport, Flesland|Bergen Airport, Flesland|Norway|Norway
BGP|BGP|Bongo|Bongo|Gabon|Gabon
BGQ|BGQ|Big Lake|Big Lake|United States|United States
BGR|BGR|Bangor International Airport|Bangor International Airport|United States|United States
BGS|BGS|Webb AFB|Webb AFB|United States|United States
BGT|BGT|Bagdad|Bagdad|United States|United States
BGU|BGU|Bangassou|Bangassou|Central African Republic|Central African Republic
BGV|BGV|Bento Goncalves|Bento Goncalves|Brazil|Brazil
BGW|BGW|Al Muthana|Al Muthana|Iraq|Iraq
BGX|BGX|Airport Cmdt. Gustavo Kraemer|Airport Cmdt. Gustavo Kraemer|Brazil|Brazil
BGY|BGY|Orio al Serio|Orio al Serio|Italy|Italy
BGZ|BGZ|Braga|Braga|Portugal|Portugal
BHA|BHA|Bahia De Caraquez|Bahia De Caraquez|Ecuador|Ecuador
BHB|BHB|Bar Harbor|Bar Harbor|United States|United States
BHC|BHC|Bhurban Heliport|Bhurban Heliport|United States|United States
BHD|BHD|George Best Belfast City|George Best Belfast City|United Kingdom|United Kingdom
BHE|BHE|Woodbourne Air Station|Woodbourne Air Station|New Zealand|New Zealand
BHF|BHF|Bahia Cupica|Bahia Cupica|Colombia|Colombia
BHG|BHG|Brus Laguna|Brus Laguna|Honduras|Honduras
BHH|BHH|Bisha|Bisha|Saudi Arabia|Saudi Arabia
BHI|BHI|Comandante|Comandante|Argentina|Argentina
BHJ|BHJ|Rudra Mata|Rudra Mata|India|India
BHK|BHK|Bukhara|Bukhara|Uzbekistan|Uzbekistan
BHL|BHL|Bahia Angeles|Bahia Angeles|Mexico|Mexico
BHM|BHM|Birmingham|Birmingham|United Kingdom|United Kingdom
BHN|BHN|Beihan|Beihan|Yemen|Yemen
BHO|BHO|Bhopal|Bhopal|India|India
BHP|BHP|Bhojpur|Bhojpur|Nepal|Nepal
BHQ|BHQ|Broken Hill|Broken Hill|Australia|Australia
BHR|BHR|Bharatpur Airport|Bharatpur Airport|Nepal|Nepal
BHS|BHS|Raglan|Raglan|Australia|Australia
BHT|BHT|Brighton Downs|Brighton Downs|Australia|Australia
BHU|BHU|Bhavnagar|Bhavnagar|India|India
BHV|BHV|Bahawalpur|Bahawalpur|Pakistan|Pakistan
BHW|BHW|Bhagatanwala Apt|Bhagatanwala Apt|Pakistan|Pakistan
BHX|BHX|Birmingham International Airport|Birmingham International Airport|United Kingdom|United Kingdom
BHY|BHY|Beihai|Beihai|China|China
BIA|BIA|Poretta|Poretta|France|France
BIB|BIB|Baidoa|Baidoa|Somalia|Somalia
BIC|BIC|Big Creek|Big Creek|United States|United States
BID|BID|Block Island|Block Island|United States|United States
BIE|BIE|Beatrice|Beatrice|United States|United States
BIF|BIF|Biggs Aaf|Biggs Aaf|United States|United States
BIG|BIG|Intermediate Field|Intermediate Field|United States|United States
BIH|BIH|Bishop|Bishop|United States|United States
BII|BII|Enyu Airfield|Enyu Airfield|Marshall Islands|Marshall Islands
BIJ|BIJ|Biliau|Biliau|Papua New Guinea|Papua New Guinea
BIK|BIK|Frans Kaisepo|Frans Kaisepo|Indonesia|Indonesia
BIL|BIL|Billings|Billings|United States|United States
BIM|BIM|International|International|Bahamas|Bahamas
BIN|BIN|Bamiyan|Bamiyan|Afghanistan|Afghanistan
BIO|BIO|Sondica|Sondica|Spain|Spain
BIP|BIP|Bulimba|Bulimba|Australia|Australia
BIQ|BIQ|Biarritz Parme|Biarritz Parme|France|France
BIR|BIR|Biratnagar|Biratnagar|Nepal|Nepal
BIS|BIS|Bismarck|Bismarck|United States|United States
BIT|BIT|Baitadi|Baitadi|Nepal|Nepal
BIU|BIU|Bildudalur|Bildudalur|Iceland|Iceland
BIV|BIV|Bria|Bria|Central African Republic|Central African Republic
BIW|BIW|Billiluna|Billiluna|Australia|Australia
BIX|BIX|Keesler AFB|Keesler AFB|United States|United States
BIY|BIY|Bisho|Bisho|South Africa|South Africa
BIZ|BIZ|Bimin|Bimin|Papua New Guinea|Papua New Guinea
BJA|BJA|Bejaia|Bejaia|Algeria|Algeria
BJB|BJB|Bojnord|Bojnord|Bosnia And Herzegovina|Bosnia And Herzegovina
BJC|BJC|Jeffco|Jeffco|United States|United States
BJD|BJD|Bakkafjordur|Bakkafjordur|Iceland|Iceland
BJF|BJF|Batsfjord|Batsfjord|Norway|Norway
BJG|BJG|Bolaang|Bolaang|Indonesia|Indonesia
BJH|BJH|Bajhang|Bajhang|Nepal|Nepal
BJI|BJI|Bemidji|Bemidji|United States|United States
BJJ|BJJ|Wayne County|Wayne County|United States|United States
BJK|BJK|Benjina|Benjina|Indonesia|Indonesia
BJL|BJL|Yundum International|Yundum International|Gambia|Gambia
BJM|BJM|International|International|Burundi|Burundi
BJN|BJN|Bajone|Bajone|Mozambique|Mozambique
BJO|BJO|Bermejo|Bermejo|Argentina|Argentina
BJP|BJP|Braganca Paulista|Braganca Paulista|Brazil|Brazil
BJR|BJR|Bahar Dar|Bahar Dar|Ethiopia|Ethiopia
BJT|BJT|Bentota River|Bentota River|Sri Lanka|Sri Lanka
BJU|BJU|Bajura Arpt|Bajura Arpt|Nepal|Nepal
BJV|BJV|Milas Airport|Milas Airport|Turkey|Turkey
BJW|BJW|Bajawa|Bajawa|Indonesia|Indonesia
BJX|BJX|Del Bajío International|Del Bajío International|Mexico|Mexico
BJY|BJY|Batajnica|Batajnica|Serbia|Serbia
BJZ|BJZ|Talaveral La Real|Talaveral La Real|Spain|Spain
BKA|BKA|Bykovo|Bykovo|Russian Federation|Russian Federation
BKB|BKB|Bikaner|Bikaner|India|India
BKC|BKC|Buckland|Buckland|United States|United States
BKD|BKD|Stephens County|Stephens County|United States|United States
BKE|BKE|Baker|Baker|United States|United States
BKF|BKF|Lake Brooks SPB|Lake Brooks SPB|United States|United States
BKH|BKH|Barking Sands PMRF|Barking Sands PMRF|United States|United States
BKI|BKI|Kota-Kinabalu International Airport|Kota-Kinabalu International Airport|Malaysia|Malaysia
BKJ|BKJ|Boke|Boke|Guinea|Guinea
BKK|BKK|Suvarnabhumi International|Suvarnabhumi International|Thailand|Thailand
BKL|BKL|Burke Lakefront|Burke Lakefront|United States|United States
BKM|BKM|Bakalalan|Bakalalan|Malaysia|Malaysia
BKN|BKN|Birni Nkoni|Birni Nkoni|Niger|Niger
BKO|BKO|Bamako|Bamako|Mali|Mali
BKP|BKP|Barkly Downs|Barkly Downs|Australia|Australia
BKQ|BKQ|Blackall|Blackall|Australia|Australia
BKR|BKR|Bokoro|Bokoro|Chad|Chad
BKS|BKS|Padangkemiling|Padangkemiling|Indonesia|Indonesia
BKT|BKT|Blackstone AAF|Blackstone AAF|United States|United States
BKU|BKU|Betioky|Betioky|Madagascar|Madagascar
BKW|BKW|Beckley|Beckley|United States|United States
BKX|BKX|Brookings|Brookings|United States|United States
BKY|BKY|Kavumu|Kavumu|Democratic Republic Of Congo|Democratic Republic Of Congo
BKZ|BKZ|Bukoba|Bukoba|Tanzania|Tanzania
BLA|BLA|Gen J A Anzoategui|Gen J A Anzoategui|Venezuela|Venezuela
BLB|BLB|Balboa|Balboa|Panama|Panama
BLC|BLC|Bamenda|Bamenda|Cameroon|Cameroon
BLD|BLD|Boulder City|Boulder City|United States|United States
BLE|BLE|Dala Airport|Dala Airport|Sweden|Sweden
BLF|BLF|Princeton|Princeton|United States|United States
BLG|BLG|Belaga|Belaga|Malaysia|Malaysia
BLH|BLH|Blythe|Blythe|United States|United States
BLI|BLI|Bellingham|Bellingham|United States|United States
BLJ|BLJ|Batna|Batna|Algeria|Algeria
BLK|BLK|Blackpool Airport|Blackpool Airport|United Kingdom|United Kingdom
BLL|BLL|Billund|Billund|Denmark|Denmark
BLM|BLM|Monmouth Executive Airport|Monmouth Executive Airport|United States|United States
BLN|BLN|Benalla|Benalla|Australia|Australia
BLO|BLO|Blonduos|Blonduos|Iceland|Iceland
BLP|BLP|Bellavista|Bellavista|Peru|Peru
BLQ|BLQ|Guglielmo Marconi|Guglielmo Marconi|Italy|Italy
BLR|BLR|Bangalore International Airport|Bangalore International Airport|India|India
BLS|BLS|Bollon|Bollon|Australia|Australia
BLT|BLT|Blackwater|Blackwater|Australia|Australia
BLU|BLU|Blue Canyon|Blue Canyon|United States|United States
BLV|BLV|Belleville|Belleville|United States|United States
BLW|BLW|Bellows Field|Bellows Field|United States|United States
BLX|BLX|Belluno|Belluno|Italy|Italy
BLY|BLY|Belmullet|Belmullet|Ireland|Ireland
BLZ|BLZ|Chileka|Chileka|Malawi|Malawi
BMA|BMA|Bromma|Bromma|Sweden|Sweden
BMB|BMB|Bumba|Bumba|Democratic Republic Of Congo|Democratic Republic Of Congo
BMC|BMC|Brigham City|Brigham City|United States|United States
BMD|BMD|Belo|Belo|Madagascar|Madagascar
BME|BME|Broome|Broome|Australia|Australia
BMF|BMF|Bakouma|Bakouma|Central African Republic|Central African Republic
BMG|BMG|Bloomington|Bloomington|United States|United States
BMH|BMH|Bomai|Bomai|Papua New Guinea|Papua New Guinea
BMI|BMI|Central Illinois Regional Airport at Bloomington-Normal|Central Illinois Regional Airport at Bloomington-Normal|United States|United States
BMJ|BMJ|Baramita|Baramita|Guyana|Guyana
BMK|BMK|Borkum|Borkum|Germany|Germany
BML|BML|Berlin Municipal Airport|Berlin Municipal Airport|United States|United States
BMM|BMM|Bitam|Bitam|Gabon|Gabon
BMN|BMN|Bamerny|Bamerny|Iraq|Iraq
BMO|BMO|Bhamo|Bhamo|Myanmar|Myanmar
BMP|BMP|Brampton Island|Brampton Island|Australia|Australia
BMQ|BMQ|Bamburi|Bamburi|Kenya|Kenya
BMR|BMR|Baltrum|Baltrum|Germany|Germany
BMS|BMS|Brumado|Brumado|Brazil|Brazil
BMT|BMT|Beaumont Muni|Beaumont Muni|United States|United States
BMU|BMU|Bima|Bima|Indonesia|Indonesia
BMV|BMV|Phung-Duc|Phung-Duc|Vietnam|Vietnam
BMW|BMW|Bordj Badji Mokhtar|Bordj Badji Mokhtar|Algeria|Algeria
BMX|BMX|Big Mountain|Big Mountain|United States|United States
BMY|BMY|Belep Island|Belep Island|New Caledonia|New Caledonia
BMZ|BMZ|Bamu|Bamu|Papua New Guinea|Papua New Guinea
BNA|BNA|Nashville International|Nashville International|United States|United States
BNB|BNB|Boende|Boende|Democratic Republic Of Congo|Democratic Republic Of Congo
